"CODIGO","DESCRIPCION"
"K259","K00-K95,K20-K31,K25,,,""Ulcera gastrica no especificada como aguda ni cronica, sin hemorragia ni perforacion"",3,deis.cl"
"K260","K00-K95,K20-K31,K26,,,Ulcera duodenal aguda con hemorragia,3,deis.cl"
"K261","K00-K95,K20-K31,K26,,,Ulcera duodenal aguda con perforacion,3,deis.cl"
"K262","K00-K95,K20-K31,K26,,,Ulcera duodenal aguda con hemorragia y perforacion,3,deis.cl"
"K263","K00-K95,K20-K31,K26,,,Ulcera duodenal aguda sin hemorragia ni perforacion,3,deis.cl"
"K264","K00-K95,K20-K31,K26,,,""Ulcera duodenal cronica o no especificada, con hemorragia"",3,deis.cl"
"K265","K00-K95,K20-K31,K26,,,""Ulcera duodenal cronica o no especificada, con perforacion"",3,deis.cl"
"K266","K00-K95,K20-K31,K26,,,""Ulcera duodenal cronica o no especificada, con hemorragia y perforacion"",3,deis.cl"
"K267","K00-K95,K20-K31,K26,,,Ulcera duodenal cronica sin hemorragia ni perforacion,3,deis.cl"
"K269","K00-K95,K20-K31,K26,,,""Ulcera duodenal no especificada como aguda ni cronica, sin hemorragia ni perforacion"",3,deis.cl"
"K270","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado aguda con hemorragia"",3,deis.cl"
"K271","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado aguda con perforacion"",3,deis.cl"
"K272","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado aguda con hemorragia y perforacion"",3,deis.cl"
"K273","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado aguda sin hemorragia ni perforacion"",3,deis.cl"
"K274","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado cronica o no especificada, con hemorragia"",3,deis.cl"
"K275","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado cronica o no especificada, con perforacion"",3,deis.cl"
"K276","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado cronica o no especificada, con hemorragia y perforacion"",3,deis.cl"
"K277","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado cronica sin hemorragia ni perforacion"",3,deis.cl"
"K279","K00-K95,K20-K31,K27,,,""Ulcera peptica, de sitio no especificado no especificada como aguda ni cronica, sin hemorragia ni perforacion"",3,deis.cl"
"K280","K00-K95,K20-K31,K28,,,Ulcera gastroyeyunal aguda con hemorragia,3,deis.cl"
"K281","K00-K95,K20-K31,K28,,,Ulcera gastroyeyunal aguda con perforacion,3,deis.cl"
"K282","K00-K95,K20-K31,K28,,,Ulcera gastroyeyunal aguda con hemorragia y perforacion,3,deis.cl"
"K283","K00-K95,K20-K31,K28,,,Ulcera gastroyeyunal aguda sin hemorragia ni perforacion,3,deis.cl"
"K284","K00-K95,K20-K31,K28,,,""Ulcera gastroyeyunal cronica o no especificada, con hemorragia"",3,deis.cl"
"K285","K00-K95,K20-K31,K28,,,""Ulcera gastroyeyunal cronica o no especificada, con perforacion"",3,deis.cl"
"K286","K00-K95,K20-K31,K28,,,""Ulcera gastroyeyunal cronica o no especificada, con hemorragia y perforacion"",3,deis.cl"
"K287","K00-K95,K20-K31,K28,,,Ulcera gastroyeyunal cronica sin hemorragia ni perforacion,3,deis.cl"
"K289","K00-K95,K20-K31,K28,,,""Ulcera gastroyeyunal no especificada como aguda ni cronica, sin hemorragia ni perforacion"",3,deis.cl"
"M723","M00-M99,M60-M79,M70-M79,M72,,Fascitis nodular,4,deis.cl"
"M725","M00-M99,M60-M79,M70-M79,M72,,""Fascitis, no clasificada en otra parte"",4,deis.cl"
"N000","N00-N99,N00-N08,N00,,,Sindrome nefrítico agudo: anomalia glomerular minima,3,deis.cl"
"N001","N00-N99,N00-N08,N00,,,Sindrome nefrítico agudo: lesiones glomerulares focales y segmentarias,3,deis.cl"
"N002","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: glomerulonefritis membranosa difusa,3,deis.cl"
"N003","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: glomerulonefritis proliferativa mesangial difusa,3,deis.cl"
"N004","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: glomerulonefritis proliferativa endocapilar difusa,3,deis.cl"
"N005","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: glomerulonefritis mesangiocapilar difusa,3,deis.cl"
"N006","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: enfermedad por depositos densos,3,deis.cl"
"N007","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: glomerulonefritis difusa en media luna,3,deis.cl"
"N008","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: otras,3,deis.cl"
"N009","N00-N99,N00-N08,N00,,,Sindrome nefritico agudo: no especificada,3,deis.cl"
"N010","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: anomalia glomerular minima,3,deis.cl"
"N011","N00-N99,N00-N08,N01,,,Sindrome nefrítico rapidamente progresivo: lesiones glomerulares focales y segmentarias,3,deis.cl"
"N012","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: glomerulonefritis membranosa difusa,3,deis.cl"
"N013","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: glomerulonefritis proliferativa mesangial difusa,3,deis.cl"
"N014","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: glomerulonefritis proliferativa endocapilar difusa,3,deis.cl"
"N015","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: glomerulonefritis mesangiocapilar difusa,3,deis.cl"
"N016","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: enfermedad por depositos densos,3,deis.cl"
"N017","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: glomerulonefritis difusa en media luna,3,deis.cl"
"N018","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: otras,3,deis.cl"
"N019","N00-N99,N00-N08,N01,,,Sindrome nefritico rapidamente progresivo: no especificada,3,deis.cl"
"N020","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: anomalia glomerular minima,3,deis.cl"
"N021","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: lesiones glomerulares focales y segmentarias,3,deis.cl"
"N022","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: glomerulonefritis membranosa difusa,3,deis.cl"
"N023","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: glomerulonefritis proliferativa mesangial difusa,3,deis.cl"
"N024","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: glomerulonefritis proliferativa endocapilar difusa,3,deis.cl"
"N025","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: glomerulonefritis mesangiocapilar difusa,3,deis.cl"
"N026","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: enfermedad por depositos densos,3,deis.cl"
"N027","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: glomerulonefritis difusa en media luna,3,deis.cl"
"N028","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: otras,3,deis.cl"
"N029","N00-N99,N00-N08,N02,,,Hematuria recurrente y persistente: no especificada,3,deis.cl"
"N030","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: anomalia glomerular minima,3,deis.cl"
"N031","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: lesiones glomerulares focales y segmentarias,3,deis.cl"
"N032","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: glomerulonefritis membranosa difusa,3,deis.cl"
"N033","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: glomerulonefritis proliferativa mesangial difusa,3,deis.cl"
"N034","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: glomerulonefritis proliferativa endocapilar difusa,3,deis.cl"
"N035","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: glomerulonefritis mesangiocapilar difusa,3,deis.cl"
"N036","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: enfermedad por depositos densos,3,deis.cl"
"N037","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: glomerulonefritis difusa en media luna,3,deis.cl"
"N038","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: otras,3,deis.cl"
"N039","N00-N99,N00-N08,N03,,,Sindrome nefritico cronico: no especificada,3,deis.cl"
"N040","N00-N99,N00-N08,N04,,,Sindrome nefrotico: anomalia glomerular minima,3,deis.cl"
"N041","N00-N99,N00-N08,N04,,,Sindrome nefrotico: lesiones glomerulares focales y segmentarias,3,deis.cl"
"N042","N00-N99,N00-N08,N04,,,Sindrome nefrotico: glomerulonefritis membranosa difusa,3,deis.cl"
"N043","N00-N99,N00-N08,N04,,,Sindrome nefrotico: glomerulonefritis proliferativa mesangial difusa,3,deis.cl"
"N044","N00-N99,N00-N08,N04,,,Sindrome nefrotico: glomerulonefritis proliferativa endocapilar difusa,3,deis.cl"
"N045","N00-N99,N00-N08,N04,,,Sindrome nefrotico: glomerulonefritis mesangiocapilar difusa,3,deis.cl"
"N046","N00-N99,N00-N08,N04,,,Sindrome nefrotico: enfermedad por depositos densos,3,deis.cl"
"N047","N00-N99,N00-N08,N04,,,Sindrome nefrotico: glomerulonefritis difusa en media luna,3,deis.cl"
"N048","N00-N99,N00-N08,N04,,,Sindrome nefrotico: otras,3,deis.cl"
"N049","N00-N99,N00-N08,N04,,,Sindrome nefrotico: no especificada,3,deis.cl"
"N050","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: anomalia glomerular minima,3,deis.cl"
"N051","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: lesiones glomerulares focales y segmentarias,3,deis.cl"
"N052","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: glomerulonefritis membranosa difusa,3,deis.cl"
"N053","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: glomerulonefritis proliferativa mesangial difusa,3,deis.cl"
"N054","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: glomerulonefritis proliferativa endocapilar difusa,3,deis.cl"
"N055","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: glomerulonefritis mesangiocapilar difusa,3,deis.cl"
"N056","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: enfermedad por depositos densos,3,deis.cl"
"N057","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: glomerulonefritis difusa en media luna,3,deis.cl"
"N058","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: otras,3,deis.cl"
"N059","N00-N99,N00-N08,N05,,,Sindrome nefritico no especificado: no especificada,3,deis.cl"
"N060","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: anomalia glomerular minima,3,deis.cl"
"N061","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada lesiones glomerulares focales y segmentarias,3,deis.cl"
"N062","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis membranosa difusa,3,deis.cl"
"N063","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis proliferativa mesangial difusa,3,deis.cl"
"N064","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis proliferativa endocapilar difusa,3,deis.cl"
"N065","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis mesangiocapilar difusa,3,deis.cl"
"N066","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: enfermedad por depositos densos,3,deis.cl"
"N067","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis difusa en media luna,3,deis.cl"
"N068","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: otras,3,deis.cl"
"N069","N00-N99,N00-N08,N06,,,Proteinuria aislada con lesion morfologica especificada: no especificada,3,deis.cl"
"N070","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: anomalia glomerular minima"",3,deis.cl"
"N071","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: lesiones glomerulares focales y segmentarias"",3,deis.cl"
"N072","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis membranosa difusa"",3,deis.cl"
"N073","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis proliferativa mesangial difusa"",3,deis.cl"
"N074","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis proliferativa endocapilar difusa"",3,deis.cl"
"N075","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis mesangiocapilar difusa"",3,deis.cl"
"N076","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: enfermedad por depositos densos"",3,deis.cl"
"N077","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis difusa en media luna"",3,deis.cl"
"N078","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: otras"",3,deis.cl"
"N079","N00-N99,N00-N08,N07,,,""Nefropatia hereditaria, no clasificada en otra parte: no especificada"",3,deis.cl"
"N360","N00-N99,N30-N39,N36,,,Fistula de la uretra,3,deis.cl"
"O030","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: incompleto, complicado con infección genital y pelviana"",3,deis.cl"
"O031","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: incompleto, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O032","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: incompleto, complicado por embolia"",3,deis.cl"
"O033","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: incompleto, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O034","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: incompleto, sin complicacion"",3,deis.cl"
"O035","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: completo o no especificado, complicado con infeccion genital y pelviana"",3,deis.cl"
"O036","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: completo o no especificado, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O037","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: completo o no especificado, complicado por embolia"",3,deis.cl"
"O038","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: completo o no especificado, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O039","O00-O9A,O00-O08,O03,,,""Aborto espontaneo: completo o no especificado, sin complicacion"",3,deis.cl"
"O040","O00-O9A,O00-O08,O04,,,""Aborto medico: incompleto, complicado con infección genital y pelviana"",3,deis.cl"
"O041","O00-O9A,O00-O08,O04,,,""Aborto medico: incompleto, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O042","O00-O9A,O00-O08,O04,,,""Aborto medico: incompleto, complicado por embolia"",3,deis.cl"
"O043","O00-O9A,O00-O08,O04,,,""Aborto medico: incompleto, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O044","O00-O9A,O00-O08,O04,,,""Aborto medico: incompleto, sin complicacion"",3,deis.cl"
"O045","O00-O9A,O00-O08,O04,,,""Aborto medico: completo o no especificado, complicado con infeccion genital y pelviana"",3,deis.cl"
"O046","O00-O9A,O00-O08,O04,,,""Aborto medico: completo o no especificado, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O047","O00-O9A,O00-O08,O04,,,""Aborto medico: completo o no especificado, complicado por embolia"",3,deis.cl"
"O048","O00-O9A,O00-O08,O04,,,""Aborto medico: completo o no especificado, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O049","O00-O9A,O00-O08,O04,,,""Aborto medico: completo o no especificado, sin complicacion"",3,deis.cl"
"O050","O00-O9A,O00-O08,O05,,,""Otro aborto: incompleto, complicado con infección genital y pelviana"",3,deis.cl"
"O051","O00-O9A,O00-O08,O05,,,""Otro aborto: incompleto, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O052","O00-O9A,O00-O08,O05,,,""Otro aborto: incompleto, complicado por embolia"",3,deis.cl"
"O053","O00-O9A,O00-O08,O05,,,""Otro aborto: incompleto, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O054","O00-O9A,O00-O08,O05,,,""Otro aborto: incompleto, sin complicacion"",3,deis.cl"
"O055","O00-O9A,O00-O08,O05,,,""Otro aborto: completo o no especificado, complicado con infeccion genital y pelviana"",3,deis.cl"
"O056","O00-O9A,O00-O08,O05,,,""Otro aborto: completo o no especificado, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O057","O00-O9A,O00-O08,O05,,,""Otro aborto: completo o no especificado, complicado por embolia"",3,deis.cl"
"O058","O00-O9A,O00-O08,O05,,,""Otro aborto: completo o no especificado, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O059","O00-O9A,O00-O08,O05,,,""Otro aborto: completo o no especificado, sin complicacion"",3,deis.cl"
"O060","O00-O9A,O00-O08,O06,,,""Aborto no especificado: incompleto, complicado con infección genital y pelviana"",3,deis.cl"
"O061","O00-O9A,O00-O08,O06,,,""Aborto no especificado: incompleto, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O062","O00-O9A,O00-O08,O06,,,""Aborto no especificado: incompleto, complicado por embolia"",3,deis.cl"
"O063","O00-O9A,O00-O08,O06,,,""Aborto no especificado: incompleto, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O064","O00-O9A,O00-O08,O06,,,""Aborto no especificado: incompleto, sin complicacion"",3,deis.cl"
"O065","O00-O9A,O00-O08,O06,,,""Aborto no especificado: completo o no especificado, complicado con infeccion genital y pelviana"",3,deis.cl"
"O066","O00-O9A,O00-O08,O06,,,""Aborto no especificado: completo o no especificado, complicado por hemorragia excesiva o tardia"",3,deis.cl"
"O067","O00-O9A,O00-O08,O06,,,""Aborto no especificado: completo o no especificado, complicado por embolia"",3,deis.cl"
"O068","O00-O9A,O00-O08,O06,,,""Aborto no especificado: completo o no especificado, con otras complicaciones especificadas y las no especificadas"",3,deis.cl"
"O069","O00-O9A,O00-O08,O06,,,""Aborto no especificado: completo o no especificado, sin complicacion"",3,deis.cl"
"R500","R00-R99,R50-R69,R50,,,Fiebre con escalofrio,3,deis.cl"
"R501","R00-R99,R50-R69,R50,,,Fiebre persistente,3,deis.cl"
"R830","R00-R99,R83-R89,R83,,,Hallazgos anormales en el liquido cefalorraquideo: nivel anormal de enzimas,3,deis.cl"
"R831","R00-R99,R83-R89,R83,,,Hallazgos anormales en el liquido cefalorraquideo: nivel anormal de hormonas,3,deis.cl"
"R832","R00-R99,R83-R89,R83,,,""Hallazgos anormales en el liquido cefalorraquideo: nivel anormal de otras drogas, medicamentos y sustancias biologicas"",3,deis.cl"
"R833","R00-R99,R83-R89,R83,,,Hallazgos anormales en el liquido cefalorraquideo: nivel anormal de sustancias de origen fundamentalmente no medicinal,3,deis.cl"
"R834","R00-R99,R83-R89,R83,,,Hallazgos anormales en el liquido cefalorraquideo: hallazgos inmunologicos anormales,3,deis.cl"
"R835","R00-R99,R83-R89,R83,,,Hallazgos anormales en el liquido cefalorraquideo: hallazgos microbiologicos anormales hallazgos positivos en el cultivo,3,deis.cl"
"R836","R00-R99,R83-R89,R83,,,""Hallazgos anormales en el liquido cefalorraquideo: hallazgos citologicos anormales, frotis anormal de papanicolaou"",3,deis.cl"
"R837","R00-R99,R83-R89,R83,,,Hallazgos anormales en el liquido cefalorraquideo: hallazgos histologicos anormales,3,deis.cl"
"R838","R00-R99,R83-R89,R83,,,""Hallazgos anormales en el liquido cefalorraquideo: otros hallazgos anormales, hallazgos cromosomicos anormales"",3,deis.cl"
"R839","R00-R99,R83-R89,R83,,,""Hallazgos anormales en el liquido cefalorraquideo: hallazgos anormales, no especificados"",3,deis.cl"
"R840","R00-R99,R83-R89,R84,,,Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: nivel anormal de enzimas,3,deis.cl"
"R841","R00-R99,R83-R89,R84,,,Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: nivel anormal de hormonas,3,deis.cl"
"R842","R00-R99,R83-R89,R84,,,""Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: nivel anormal de otras drogas, medicamentos y sustancias biologicas"",3,deis.cl"
"R843","R00-R99,R83-R89,R84,,,Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: nivel anormal de sustancias de origen fundamentalmente no medicinal,3,deis.cl"
"R844","R00-R99,R83-R89,R84,,,Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: hallazgos inmunologicos anormales,3,deis.cl"
"R845","R00-R99,R83-R89,R84,,,""Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"",3,deis.cl"
"R846","R00-R99,R83-R89,R84,,,""Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: hallazgos citologicos anormales, frotis anormal de papanicolaou"",3,deis.cl"
"R847","R00-R99,R83-R89,R84,,,Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: hallazgos histologicos anormales,3,deis.cl"
"R848","R00-R99,R83-R89,R84,,,""Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: otros hallazgos anormales, hallazgos cromosomicos anormales"",3,deis.cl"
"R849","R00-R99,R83-R89,R84,,,""Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos: hallazgos anormales, no especificados"",3,deis.cl"
"R850","R00-R99,R83-R89,R85,,,Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: nivel anormal de enzimas,3,deis.cl"
"R851","R00-R99,R83-R89,R85,,,Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: nivel anormal de hormonas,3,deis.cl"
"R852","R00-R99,R83-R89,R85,,,""Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: nivel anormal de otras drogas, medicamentos y sustancias biologicas"",3,deis.cl"
"R853","R00-R99,R83-R89,R85,,,Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: nivel anormal de sustancias de origen fundamentalmente no medicinal,3,deis.cl"
"R854","R00-R99,R83-R89,R85,,,Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: hallazgos inmunologicos anormales,3,deis.cl"
"R855","R00-R99,R83-R89,R85,,,""Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"",3,deis.cl"
"R856","R00-R99,R83-R89,R85,,,""Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: hallazgos citologicos anormales, frotis anormal de papanicolaou"",3,deis.cl"
"R857","R00-R99,R83-R89,R85,,,Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: hallazgos histologicos anormales,3,deis.cl"
"R858","R00-R99,R83-R89,R85,,,""Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: otros hallazgos anormales, hallazgos cromosomicos anormales"",3,deis.cl"
"R859","R00-R99,R83-R89,R85,,,""Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal: hallazgos anormales, no especificados"",3,deis.cl"
"R860","R00-R99,R83-R89,R86,,,Hallazgos anormales en muestras tomadas de organos genitales masculinos: nivel anormal de enzimas,3,deis.cl"
"R861","R00-R99,R83-R89,R86,,,Hallazgos anormales en muestras tomadas de organos genitales masculinos: nivel anormal de hormonas,3,deis.cl"
"R862","R00-R99,R83-R89,R86,,,""Hallazgos anormales en muestras tomadas de organos genitales masculinos : nivel anormal de otras drogas, medicamentos y sustancias biologicas"",3,deis.cl"
"R863","R00-R99,R83-R89,R86,,,Hallazgos anormales en muestras tomadas de organos genitales masculinos: nivel anormal de sustancias de origen fundamentalmente no medicinal,3,deis.cl"
"R864","R00-R99,R83-R89,R86,,,Hallazgos anormales en muestras tomadas de organos genitales masculinos: hallazgos inmunologicos anormales,3,deis.cl"
"R865","R00-R99,R83-R89,R86,,,""Hallazgos anormales en muestras tomadas de organos genitales masculinos: hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"",3,deis.cl"
"R866","R00-R99,R83-R89,R86,,,""Hallazgos anormales en muestras tomadas de organos genitales masculinos: hallazgos citologicos anormales, frotis anormal de papanicolaou"",3,deis.cl"
"R867","R00-R99,R83-R89,R86,,,Hallazgos anormales en muestras tomadas de organos genitales masculinos: hallazgos histologicos anormales,3,deis.cl"
"R868","R00-R99,R83-R89,R86,,,""Hallazgos anormales en muestras tomadas de organos genitales masculinos: otros hallazgos anormales, hallazgos cromosomicos anormales"",3,deis.cl"
"R869","R00-R99,R83-R89,R86,,,""Hallazgos anormales en muestras tomadas de organos genitales masculinos: hallazgos anormales, no especificados"",3,deis.cl"
"R870","R00-R99,R83-R89,R87,,,Hallazgos anormales en muestras tomadas de organos genitales femeninos: nivel anormal de enzimas,3,deis.cl"
"R871","R00-R99,R83-R89,R87,,,Hallazgos anormales en muestras tomadas de organos genitales femeninos: nivel anormal de hormonas,3,deis.cl"
"R872","R00-R99,R83-R89,R87,,,""Hallazgos anormales en muestras tomadas de organos genitales femeninos: nivel anormal de otras drogas, medicamentos y sustancias biologicas"",3,deis.cl"
"R873","R00-R99,R83-R89,R87,,,Hallazgos anormales en muestras tomadas de organos genitales femeninos: nivel anormal de sustancias de origen fundamentalmente no medicinal,3,deis.cl"
"R874","R00-R99,R83-R89,R87,,,Hallazgos anormales en muestras tomadas de organos genitales femeninos: hallazgos inmunologicos anormales,3,deis.cl"
"R875","R00-R99,R83-R89,R87,,,""Hallazgos anormales en muestras tomadas de organos genitales femeninos: hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"",3,deis.cl"
"R876","R00-R99,R83-R89,R87,,,Hallazgos anormales en muestras tomadas de organos genitales femeninos: hallazgos citologicos anormales,3,deis.cl"
"R877","R00-R99,R83-R89,R87,,,Hallazgos anormales en muestras tomadas de organos genitales femeninos: hallazgos histologicos anormales,3,deis.cl"
"R878","R00-R99,R83-R89,R87,,,""Hallazgos anormales en muestras tomadas de organos genitales femeninos: otros hallazgos anormales, hallazgos cromosomicos anormales"",3,deis.cl"
"R879","R00-R99,R83-R89,R87,,,""Hallazgos anormales en muestras tomadas de organos genitales femeninos: hallazgos anormales, no especificados"",3,deis.cl"
"R890","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: nivel anormal de enzimas"",3,deis.cl"
"R891","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: nivel anormal de hormonas"",3,deis.cl"
"R892","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: nivel anormal de otras drogas, medicamentos y sustancias biologicas"",3,deis.cl"
"R893","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: nivel anormal de sustancias de origen fundamentalmente no medicinal"",3,deis.cl"
"R894","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: hallazgos inmunologicos anormales"",3,deis.cl"
"R895","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"",3,deis.cl"
"R896","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: hallazgos citologicos anormales, frotis anormal de papanicolaou"",3,deis.cl"
"R897","R00-R99,R83-R89,R89,,,""Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos: hallazgos histologicos anormales"",3,deis.cl"
